name,power,energy,category,attribute,effect,learned_by_pets
地震,190,10,物攻,地,对敌方精灵造成物理伤害。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""记忆石""}, {""name"": ""罗隐""}, {""name"": ""巨灵石""}, {""name"": ""獠牙猪""}, {""name"": ""波多西""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}]"
流沙,0,2,状态,地,敌方3回合无法更换精灵，应对防御：敌方获得双防-60%。,"[{""name"": ""奇丽花""}, {""name"": ""奇丽果""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""九幽菇""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""绒光优优""}]"
泥浆铠甲,0,2,状态,地,自己获得物攻和物防+60%，应对防御：额外使自己的增益翻倍。,"[{""name"": ""魔力猫""}, {""name"": ""叶冕魔力猫""}, {""name"": ""鸭吉吉（蓬松的样子）""}, {""name"": ""鸭吉吉（紧实的样子）""}, {""name"": ""鸭吉吉（急急急鸭）""}, {""name"": ""鸭吉吉（等一等鸭）""}, {""name"": ""鸭吉吉（燃了鸭）""}, {""name"": ""鸭吉吉国王""}, {""name"": ""花影羚羊""}, {""name"": ""岚鸟（秋天的样子）""}, {""name"": ""化蝶（平常的样子）""}, {""name"": ""化蝶（幽冥眼的样子）""}, {""name"": ""化蝶（喵喵的样子）""}, {""name"": ""化蝶（奇丽花的样子）""}, {""name"": ""幽影树""}, {""name"": ""幻影荆棘""}, {""name"": ""奇丽花""}, {""name"": ""奇丽果""}, {""name"": ""嘟嘟锅""}, {""name"": ""幽冥眼（睁眼的样子）""}, {""name"": ""幽冥眼（闭眼的样子）""}, {""name"": ""梦悠悠（穿旧睡衣的样子）""}, {""name"": ""兽花蕾""}, {""name"": ""蹦蹦花（海神球形态）""}, {""name"": ""蹦蹦花（彩玉球形态）""}, {""name"": ""蹦蹦花（短毛球形态）""}, {""name"": ""蹦蹦花（象牙球形态）""}, {""name"": ""蹦蹦果""}, {""name"": ""千棘盔（本来的样子）""}, {""name"": ""千棘盔（磨损的样子）""}, {""name"": ""千棘海针""}, {""name"": ""朔夜伊芙""}, {""name"": ""锤头鹳""}, {""name"": ""魔草巫灵""}, {""name"": ""记忆石""}, {""name"": ""花衣蝶""}, {""name"": ""罗隐""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""黑猫巫师""}, {""name"": ""黑猫密探""}, {""name"": ""雪灵""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""权杖-Ⅴ""}, {""name"": ""尖嘴狐仙""}, {""name"": ""游蛇魔使""}, {""name"": ""公平鸽""}, {""name"": ""九幽菇""}, {""name"": ""圆号鱼""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""白发路路""}, {""name"": ""梦想三三""}, {""name"": ""奇梦咪""}, {""name"": ""里拉鳐""}, {""name"": ""爵士鹿""}, {""name"": ""波普鹿""}, {""name"": ""高脚鹬""}, {""name"": ""月亮砣（下弦的样子）""}, {""name"": ""月亮砣（上弦的样子）""}, {""name"": ""红绒十字""}, {""name"": ""立方人""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}, {""name"": ""泥吼牙""}, {""name"": ""绒仙子""}, {""name"": ""小皮球""}, {""name"": ""贝古斯""}, {""name"": ""粉耳星兔""}, {""name"": ""落陨星兔""}, {""name"": ""春花兔""}]"
沙涌,0,7,状态,地,将天气改为沙暴，持续8回合。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""记忆石""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""九幽菇""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""流浪鼠""}, {""name"": ""鳗尾兽""}, {""name"": ""绒光优优""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}]"
刺盾,0,2,防御,地,减伤70%，应对攻击：敌方获得物攻-70%。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""蹦床松鼠""}, {""name"": ""古啦多""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""流浪鼠""}, {""name"": ""鳗尾兽""}, {""name"": ""迷迷箱怪""}, {""name"": ""波多西""}, {""name"": ""疾光千兽""}, {""name"": ""陨星虫""}]"
硬化,0,2,防御,地,减伤90%，若上次使用攻击技则本技能能耗-2，应对攻击。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""卷胡巨獭""}, {""name"": ""蹦床松鼠""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""古啦多""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""棋齐垒（白子）""}, {""name"": ""棋齐垒（黑子）""}, {""name"": ""流浪鼠""}, {""name"": ""迷迷箱怪""}, {""name"": ""闪电鳗鱼""}, {""name"": ""绒光优优""}, {""name"": ""陨星虫""}]"
壁垒,0,2,防御,地,减伤90%，应对攻击：防御技能冷却-1。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""古啦多""}, {""name"": ""棋齐垒（白子）""}, {""name"": ""棋齐垒（黑子）""}, {""name"": ""流浪鼠""}, {""name"": ""波多西""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}, {""name"": ""陨星虫""}, {""name"": ""月牙雪熊""}]"
遁地,0,3,防御,地,减伤50%并脱离，应对攻击。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""蹦床松鼠""}, {""name"": ""古啦多""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""鳗尾兽""}, {""name"": ""波多西""}, {""name"": ""绒光优优""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}]"
泥浆,40,0,魔攻,地,对敌方精灵造成魔法伤害。,"[{""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""流浪鼠""}, {""name"": ""鳗尾兽""}, {""name"": ""绒光优优""}]"
泥巴喷射,60,1,魔攻,地,对敌方精灵造成魔法伤害。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""卷胡巨獭""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""蹦床松鼠""}, {""name"": ""记忆石""}, {""name"": ""巨灵石""}, {""name"": ""怒目怂猫""}, {""name"": ""流浪鼠""}, {""name"": ""迷迷箱怪""}, {""name"": ""海枝枝（杏黄百合）""}, {""name"": ""闪电鳗鱼""}, {""name"": ""绅士鸡""}, {""name"": ""绒光优优""}, {""name"": ""陨星虫""}]"
落石,55,1,物攻,地,造成物伤，1连击。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""奇丽花""}, {""name"": ""奇丽果""}, {""name"": ""卡瓦重（沙地附近的样子）""}, {""name"": ""蹦床松鼠""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""针叶巡林""}, {""name"": ""怒目怂猫""}, {""name"": ""烈火守护""}, {""name"": ""声波缇塔""}, {""name"": ""冰钻布鲁斯""}, {""name"": ""绅士鸡""}, {""name"": ""武者鸡""}, {""name"": ""泥吼牙""}, {""name"": ""陨星虫""}]"
热砂,80,2,魔攻,地,对敌方精灵造成魔法伤害。,"[{""name"": ""迪莫""}, {""name"": ""菊花梨""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""九幽菇""}, {""name"": ""流浪鼠""}, {""name"": ""鳗尾兽""}, {""name"": ""绒光优优""}]"
陨石,100,3,魔攻,地,对敌方精灵造成魔法伤害。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""记忆石""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""古啦多""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""九幽菇""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""流浪鼠""}, {""name"": ""圣剑-X""}, {""name"": ""圣剑骑士""}, {""name"": ""陨星虫""}]"
鸣沙陷阱,60,4,物攻,地,造成物伤，物防比敌方越高，本次技能威力越高。,"[{""name"": ""罗隐""}, {""name"": ""九幽菇""}, {""name"": ""棋骑士（白子）""}, {""name"": ""棋骑士（黑子）""}, {""name"": ""棋齐垒（白子）""}, {""name"": ""棋齐垒（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""棋契陛下""}, {""name"": ""波多西""}, {""name"": ""火焰猿""}, {""name"": ""圣剑-X""}, {""name"": ""圣剑骑士""}, {""name"": ""泥吼牙""}, {""name"": ""月牙雪熊""}, {""name"": ""上岸蛙""}]"
地陷,80,5,物攻,地,造成物伤，自己获得物防+70%，应对状态：本次技能威力翻倍，且物防额外+70%。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""记忆石""}, {""name"": ""罗隐""}, {""name"": ""古啦多""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""棋骑士（白子）""}, {""name"": ""棋骑士（黑子）""}, {""name"": ""棋契陛下""}, {""name"": ""圣剑-X""}, {""name"": ""圣剑骑士""}, {""name"": ""泥吼牙""}]"
岩脉崩毁,120,4,物攻,地,造成物伤，本技能能耗固定为4。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""卡瓦重（沙地附近的样子）""}, {""name"": ""獠牙猪""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""鳗尾兽""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}]"
震击,80,3,物攻,地,造成伤害，敌方获得连击数-3。,"[{""name"": ""岚鸟（秋天的样子）""}, {""name"": ""卷胡巨獭""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""卡瓦重（沙地附近的样子）""}, {""name"": ""巨噬针鼹""}, {""name"": ""怒目怂猫""}, {""name"": ""迷迷箱怪""}, {""name"": ""爵士鹿""}, {""name"": ""波普鹿""}, {""name"": ""声波缇塔""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}, {""name"": ""上岸蛙""}]"
石肤术,0,3,状态,地,自己获得物防+160%和魔防-60%。,"[{""name"": ""岚鸟（秋天的样子）""}, {""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""卡瓦重（沙地附近的样子）""}, {""name"": ""罗隐""}, {""name"": ""巨灵石""}, {""name"": ""古啦多""}, {""name"": ""獠牙猪""}, {""name"": ""九幽菇""}, {""name"": ""棋骑士（白子）""}, {""name"": ""棋骑士（黑子）""}, {""name"": ""棋齐垒（白子）""}, {""name"": ""棋齐垒（黑子）""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""棋契陛下""}, {""name"": ""流浪鼠""}, {""name"": ""声波缇塔""}, {""name"": ""绒光优优""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}, {""name"": ""泥吼牙""}, {""name"": ""陨星虫""}, {""name"": ""上岸蛙""}]"
钧势,0,3,状态,地,自己获得物防+140%和速度-30。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""奇丽花""}, {""name"": ""奇丽果""}, {""name"": ""卡瓦重（沙地附近的样子）""}, {""name"": ""记忆石""}, {""name"": ""罗隐""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""獠牙猪""}, {""name"": ""针叶巡林""}, {""name"": ""怒目怂猫""}, {""name"": ""九幽菇""}, {""name"": ""棋骑士（白子）""}, {""name"": ""棋骑士（黑子）""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""棋契陛下""}, {""name"": ""火焰猿""}, {""name"": ""绒光优优""}, {""name"": ""圣剑-X""}, {""name"": ""圣剑骑士""}, {""name"": ""泥吼牙""}]"
蓄势待发,0,4,状态,地,自己获得1层蓄势印记。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""记忆石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""嗜波螺""}, {""name"": ""嗜波螺（被污染的样子）""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""鳗尾兽""}, {""name"": ""里拉鳐""}, {""name"": ""波多西""}, {""name"": ""绒光优优""}, {""name"": ""遁地鼠（枯水期的样子）""}, {""name"": ""遁地鼠（储水期的样子）""}]"
淤泥表皮,0,2,防御,地,减伤80%，应对攻击：敌方获得连击数-3。,"[{""name"": ""水灵""}, {""name"": ""圣水守护""}, {""name"": ""水泡壳（本来的样子）""}, {""name"": ""水泡壳（蜕皮时的样子）""}, {""name"": ""卷胡巨獭""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""晶石蜗（莲花刚玉的样子）""}, {""name"": ""晶石蜗（星彩榴石的样子）""}, {""name"": ""晶石蜗（火山琉璃的样子）""}, {""name"": ""晶石蜗（蓝锥矿的样子）""}, {""name"": ""晶石蜗（烧蓝黄金的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""蹦床松鼠""}, {""name"": ""电球咩咩""}, {""name"": ""伊贝粉粉""}, {""name"": ""翠顶夫人""}, {""name"": ""黑羽夫人""}, {""name"": ""怖哭菇""}, {""name"": ""雪巨人""}, {""name"": ""九幽菇""}, {""name"": ""海豹船长""}, {""name"": ""卡洛儿""}, {""name"": ""鳗尾兽""}, {""name"": ""迷迷箱怪""}, {""name"": ""闪电鳗鱼""}, {""name"": ""琉璃水母""}, {""name"": ""深蓝鲸""}, {""name"": ""秩序鱿墨""}, {""name"": ""铠甲虫""}, {""name"": ""寂灭骨龙""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}, {""name"": ""古卷执政官""}, {""name"": ""古卷匣魔像""}, {""name"": ""抹茶布丁""}, {""name"": ""椰浆布丁""}, {""name"": ""熔岩布丁""}, {""name"": ""陨星虫""}, {""name"": ""月牙雪熊""}, {""name"": ""燃薪虫""}]"
不动如山,0,2,防御,地,减伤90%，应对攻击。,"[{""name"": ""石冠王蜥（本来的样子）""}, {""name"": ""石冠王蜥（球球尾巴的样子）""}, {""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""棋齐垒（白子）""}, {""name"": ""棋齐垒（黑子）""}, {""name"": ""流浪鼠""}, {""name"": ""波多西""}, {""name"": ""捕尘长绒""}, {""name"": ""食尘短绒""}]"
砂石冲撞,80,3,物攻,地,造成物伤，若敌方本回合更换精灵，自己获得物防+100%。,"[{""name"": ""布克棱岩""}, {""name"": ""迷嶂布莱克""}, {""name"": ""罗隐""}, {""name"": ""獠牙猪""}]"
风吹雪,30,0,魔攻,冰,造成魔伤，自己回复1能量。,"[{""name"": ""电企鹅""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}]"
暴风雪,85,3,物攻,冰,造成物伤，敌方获得1层冻结。,"[{""name"": ""卡瓦重（雪山附近的样子）""}, {""name"": ""雪巨人""}, {""name"": ""獠牙猪""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""尖嘴狐仙""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}, {""name"": ""冰钻布鲁斯""}, {""name"": ""月牙雪熊""}]"
冰晶坠,90,4,物攻,冰,造成物伤，敌方获得全技能能耗+1。,"[{""name"": ""卡瓦重（雪山附近的样子）""}, {""name"": ""雪巨人""}, {""name"": ""獠牙猪""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""权杖-Ⅴ""}, {""name"": ""寒音蛇（本来的样子）""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}, {""name"": ""冰钻布鲁斯""}, {""name"": ""乌拉塔（极夜的样子）""}, {""name"": ""圣剑-X""}, {""name"": ""圣剑骑士""}]"
冰雹,105,4,物攻,冰,造成物伤，应对状态：额外使敌方获得全技能能耗+3。,"[{""name"": ""岚鸟（本来的样子）""}, {""name"": ""霜翼领主""}, {""name"": ""晶石蜗（西瓜碧玺的样子）""}, {""name"": ""钻石蜗""}, {""name"": ""卡瓦重（雪山附近的样子）""}, {""name"": ""瞌睡王""}, {""name"": ""雪巨人""}, {""name"": ""獠牙猪""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}, {""name"": ""冰钻布鲁斯""}, {""name"": ""月牙雪熊""}]"
极寒领域,105,6,魔攻,冰,造成魔伤，若敌方有冻结，本次技能威力+60，应对状态：使冻结翻倍。,"[{""name"": ""彩蝶鲨""}, {""name"": ""神谕鲨""}, {""name"": ""白金独角兽""}, {""name"": ""彩虹独角兽""}, {""name"": ""电企鹅""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}]"
冰冻光线,90,7,魔攻,冰,造成魔伤，敌方获得全技能能耗+2。,"[{""name"": ""雪灵""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}]"
霜降,0,1,状态,冰,敌方获得4层冻结。,"[{""name"": ""魔力猫""}, {""name"": ""叶冕魔力猫""}, {""name"": ""鸭吉吉（蓬松的样子）""}, {""name"": ""鸭吉吉（紧实的样子）""}, {""name"": ""鸭吉吉（急急急鸭）""}, {""name"": ""鸭吉吉（等一等鸭）""}, {""name"": ""鸭吉吉（燃了鸭）""}, {""name"": ""鸭吉吉国王""}, {""name"": ""花影羚羊""}, {""name"": ""化蝶（平常的样子）""}, {""name"": ""化蝶（幽冥眼的样子）""}, {""name"": ""化蝶（喵喵的样子）""}, {""name"": ""化蝶（奇丽花的样子）""}, {""name"": ""幽影树""}, {""name"": ""幻影荆棘""}, {""name"": ""奇丽花""}, {""name"": ""奇丽果""}, {""name"": ""嘟嘟锅""}, {""name"": ""幽冥眼（睁眼的样子）""}, {""name"": ""幽冥眼（闭眼的样子）""}, {""name"": ""梦悠悠（穿旧睡衣的样子）""}, {""name"": ""兽花蕾""}, {""name"": ""蹦蹦花（海神球形态）""}, {""name"": ""蹦蹦花（彩玉球形态）""}, {""name"": ""蹦蹦花（短毛球形态）""}, {""name"": ""蹦蹦花（象牙球形态）""}, {""name"": ""蹦蹦果""}, {""name"": ""千棘盔（本来的样子）""}, {""name"": ""千棘盔（磨损的样子）""}, {""name"": ""千棘海针""}, {""name"": ""星光狮（星光能量的样子）""}, {""name"": ""星光狮（月光能量的样子）""}, {""name"": ""朔夜伊芙""}, {""name"": ""锤头鹳""}, {""name"": ""魔草巫灵""}, {""name"": ""花衣蝶""}, {""name"": ""巨灵石""}, {""name"": ""仪式巨像""}, {""name"": ""祭礼巨像""}, {""name"": ""黑猫巫师""}, {""name"": ""黑猫密探""}, {""name"": ""电企鹅""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""权杖-Ⅴ""}, {""name"": ""尖嘴狐仙""}, {""name"": ""游蛇魔使""}, {""name"": ""公平鸽""}, {""name"": ""九幽菇""}, {""name"": ""圆号鱼""}, {""name"": ""棋祈督（白子）""}, {""name"": ""棋祈督（黑子）""}, {""name"": ""棋绮后（白子）""}, {""name"": ""棋绮后（黑子）""}, {""name"": ""白发路路""}, {""name"": ""梦想三三""}, {""name"": ""奇梦咪""}, {""name"": ""酷拉""}, {""name"": ""荆棘电环""}, {""name"": ""里拉鳐""}, {""name"": ""爵士鹿""}, {""name"": ""波普鹿""}, {""name"": ""高脚鹬""}, {""name"": ""圣代甜甜""}, {""name"": ""圣代甜甜（樱桃草莓口味）""}, {""name"": ""圣代甜甜（樱桃抹茶口味）""}, {""name"": ""圣代甜甜（蓝莓巧克力口味）""}, {""name"": ""圣代甜甜（蓝莓草莓口味）""}, {""name"": ""圣代甜甜（蓝莓抹茶口味）""}, {""name"": ""圣代甜甜（杨桃巧克力口味）""}, {""name"": ""圣代甜甜（杨桃草莓口味）""}, {""name"": ""圣代甜甜（杨桃抹茶口味）""}, {""name"": ""月亮砣（下弦的样子）""}, {""name"": ""月亮砣（上弦的样子）""}, {""name"": ""冰钻布鲁斯""}, {""name"": ""红绒十字""}, {""name"": ""立方人""}, {""name"": ""绒光优优""}, {""name"": ""噼啪鸟""}, {""name"": ""混乱鱿彩""}, {""name"": ""画间法师手""}, {""name"": ""绒仙子""}, {""name"": ""利灯鱼""}, {""name"": ""月牙雪熊""}, {""name"": ""小皮球""}, {""name"": ""贝古斯""}, {""name"": ""粉耳星兔""}, {""name"": ""落陨星兔""}, {""name"": ""春花兔""}]"
瞬间零度,0,0,状态,冰,本回合敌方使用的技能能耗+3，应对防御：改为全技能能耗+3。,"[{""name"": ""巨灵石""}, {""name"": ""獠牙猪""}, {""name"": ""雪灵""}, {""name"": ""雪影娃娃""}, {""name"": ""雪影冰灵""}, {""name"": ""权杖-Ⅴ""}, {""name"": ""冰钻布鲁斯""}]"
