name,page_url,icon_url,attribute_icon_url,power,energy,category,attribute,effect,learned_by_pets,filters,source,detail_error
丢冰块,https://wiki.biligame.com/rocom/%E4%B8%A2%E5%86%B0%E5%9D%97,https://patchwiki.biligame.com/images/rocom/d/d1/o2uych2f7to2st6k1k9nsf0o47pyby0.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,物攻,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
寒风吹,https://wiki.biligame.com/rocom/%E5%AF%92%E9%A3%8E%E5%90%B9,https://patchwiki.biligame.com/images/rocom/8/8d/9u5o2amh4f45p3ei9yqca2gw87ujkdz.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,魔攻,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
雪球,https://wiki.biligame.com/rocom/%E9%9B%AA%E7%90%83,https://patchwiki.biligame.com/images/rocom/f/f2/b835rr4w3vmdd19pdtvhvfeatkj0tpw.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
碎冰冰,https://wiki.biligame.com/rocom/%E7%A2%8E%E5%86%B0%E5%86%B0,https://patchwiki.biligame.com/images/rocom/8/80/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,魔攻,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
冰捆缚,https://wiki.biligame.com/rocom/%E5%86%B0%E6%8D%86%E7%BC%9A,https://patchwiki.biligame.com/images/rocom/a/a1/7uip3b5qv5th86mg2kh9styok57o9s9.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
速冻,https://wiki.biligame.com/rocom/%E9%80%9F%E5%86%BB,https://patchwiki.biligame.com/images/rocom/0/06/7vtyg8ffhsbk1giv71aha31yalyy2cz.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
冰蛋壳,https://wiki.biligame.com/rocom/%E5%86%B0%E8%9B%8B%E5%A3%B3,https://patchwiki.biligame.com/images/rocom/5/5e/m4kbexhj8pa8ityoq4sdgy4wy01p5in.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,防御,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
雪替身,https://wiki.biligame.com/rocom/%E9%9B%AA%E6%9B%BF%E8%BA%AB,https://patchwiki.biligame.com/images/rocom/3/3c/jlzhrih3ngp2bkhdj85sa1tl5jsf5qa.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,防御,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
冬至,https://wiki.biligame.com/rocom/%E5%86%AC%E8%87%B3,https://patchwiki.biligame.com/images/rocom/a/af/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
霜冻,https://wiki.biligame.com/rocom/%E9%9C%9C%E5%86%BB,https://patchwiki.biligame.com/images/rocom/1/15/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
冰点,https://wiki.biligame.com/rocom/%E5%86%B0%E7%82%B9,https://patchwiki.biligame.com/images/rocom/1/14/8o9xjh6vtasltba2lbla85xi7ut2fzv.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,0,,状态,冰,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""冰""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙吼,https://wiki.biligame.com/rocom/%E9%BE%99%E5%90%BC,https://patchwiki.biligame.com/images/rocom/4/42/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
吹炎,https://wiki.biligame.com/rocom/%E5%90%B9%E7%82%8E,https://patchwiki.biligame.com/images/rocom/e/ee/jjr3y20ar9ul6o31tgwdmy5pzjyan0c.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
怨力打击,https://wiki.biligame.com/rocom/%E6%80%A8%E5%8A%9B%E6%89%93%E5%87%BB,https://patchwiki.biligame.com/images/rocom/4/4c/eiy877x2gsgrw746j37lxzwc95032ji.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,魔攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
升龙咆哮,https://wiki.biligame.com/rocom/%E5%8D%87%E9%BE%99%E5%92%86%E5%93%AE,https://patchwiki.biligame.com/images/rocom/e/e9/h5mznzxstkiuigtrwdnrsahmio6oqcb.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,魔攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙之利爪,https://wiki.biligame.com/rocom/%E9%BE%99%E4%B9%8B%E5%88%A9%E7%88%AA,https://patchwiki.biligame.com/images/rocom/a/ae/aka5nex2sn781pcst74c8r98jwni2ek.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙吟,https://wiki.biligame.com/rocom/%E9%BE%99%E5%90%9F,https://patchwiki.biligame.com/images/rocom/c/ca/havprnws18esgbkwd4ijpddrall694f.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,状态,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
架势,https://wiki.biligame.com/rocom/%E6%9E%B6%E5%8A%BF,https://patchwiki.biligame.com/images/rocom/c/c8/bmsupk070zqszjcve47h7sc6yvxiht3.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,状态,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙爪,https://wiki.biligame.com/rocom/%E9%BE%99%E7%88%AA,https://patchwiki.biligame.com/images/rocom/8/87/eiy877x2gsgrw746j37lxzwc95032ji.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙息环爆,https://wiki.biligame.com/rocom/%E9%BE%99%E6%81%AF%E7%8E%AF%E7%88%86,https://patchwiki.biligame.com/images/rocom/2/21/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,魔攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
角击,https://wiki.biligame.com/rocom/%E8%A7%92%E5%87%BB,https://patchwiki.biligame.com/images/rocom/6/6b/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,魔攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙炮,https://wiki.biligame.com/rocom/%E9%BE%99%E7%82%AE,https://patchwiki.biligame.com/images/rocom/3/35/hyefnypzc7xbdu539mxxsak5ay0sduu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
隼鳞,https://wiki.biligame.com/rocom/%E9%9A%BC%E9%B3%9E,https://patchwiki.biligame.com/images/rocom/b/b3/pbea2ur973gfcga57hnl3istvt0ng6r.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,物攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙威,https://wiki.biligame.com/rocom/%E9%BE%99%E5%A8%81,https://patchwiki.biligame.com/images/rocom/5/50/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,状态,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
龙血,https://wiki.biligame.com/rocom/%E9%BE%99%E8%A1%80,https://patchwiki.biligame.com/images/rocom/6/62/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,防御,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
绵里藏针,https://wiki.biligame.com/rocom/%E7%BB%B5%E9%87%8C%E8%97%8F%E9%92%88,https://patchwiki.biligame.com/images/rocom/a/a0/e568of38aok4b9h3mbbco9qf6pw1lrt.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,0,,魔攻,龙,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""龙""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
导电撞击,https://wiki.biligame.com/rocom/%E5%AF%BC%E7%94%B5%E6%92%9E%E5%87%BB,https://patchwiki.biligame.com/images/rocom/7/72/7k1chqqykpmtloiw6fhq62mfxximdqz.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
电弧,https://wiki.biligame.com/rocom/%E7%94%B5%E5%BC%A7,https://patchwiki.biligame.com/images/rocom/2/25/b69akjg816w6nxjfvrod3ha9ao5gqvy.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
触电,https://wiki.biligame.com/rocom/%E8%A7%A6%E7%94%B5,https://patchwiki.biligame.com/images/rocom/c/c2/0gmd35pypu7webhf151k4e44cxgtp0q.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
超导,https://wiki.biligame.com/rocom/%E8%B6%85%E5%AF%BC,https://patchwiki.biligame.com/images/rocom/8/81/5g3numw6tzro7hnckz51ew5i1dbkgnp.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
引雷,https://wiki.biligame.com/rocom/%E5%BC%95%E9%9B%B7,https://patchwiki.biligame.com/images/rocom/5/5e/3vwra9o4951oy3bc1a3bi0odozgsicl.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
闪击折返,https://wiki.biligame.com/rocom/%E9%97%AA%E5%87%BB%E6%8A%98%E8%BF%94,https://patchwiki.biligame.com/images/rocom/3/32/l0hz5e5574letobfyhyr5493nxhtkfe.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
落雷,https://wiki.biligame.com/rocom/%E8%90%BD%E9%9B%B7,https://patchwiki.biligame.com/images/rocom/c/c2/0x1bkfnldho634i45w0uakw9hdqhuod.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
雷暴,https://wiki.biligame.com/rocom/%E9%9B%B7%E6%9A%B4,https://patchwiki.biligame.com/images/rocom/b/ba/po3os3uqfdov4n6qaoqrl734hhparyk.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
麻痹,https://wiki.biligame.com/rocom/%E9%BA%BB%E7%97%B9,https://patchwiki.biligame.com/images/rocom/d/d4/p0e89icdz5hoaaikyhi3vwpkusnldlj.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
增程电池,https://wiki.biligame.com/rocom/%E5%A2%9E%E7%A8%8B%E7%94%B5%E6%B1%A0,https://patchwiki.biligame.com/images/rocom/f/fa/161l6v1c0yy8vn9mx6dpbtvc2yfe844.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
加大功率,https://wiki.biligame.com/rocom/%E5%8A%A0%E5%A4%A7%E5%8A%9F%E7%8E%87,https://patchwiki.biligame.com/images/rocom/3/3c/65a5atbzalyqt9d9wz9cpo9y22w1na0.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
集中,https://wiki.biligame.com/rocom/%E9%9B%86%E4%B8%AD,https://patchwiki.biligame.com/images/rocom/5/51/j0r3fyeme8ibytepaq1qgu6jwbgn7sj.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,防御,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
电流,https://wiki.biligame.com/rocom/%E7%94%B5%E6%B5%81,https://patchwiki.biligame.com/images/rocom/a/a3/jn4py2wyehcqpfkwbwzm4v2yae4dnrl.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
球状闪电,https://wiki.biligame.com/rocom/%E7%90%83%E7%8A%B6%E9%97%AA%E7%94%B5,https://patchwiki.biligame.com/images/rocom/e/e5/4zk7plooi0580fjzshoh7f0ph6cwkhr.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
磁干扰,https://wiki.biligame.com/rocom/%E7%A3%81%E5%B9%B2%E6%89%B0,https://patchwiki.biligame.com/images/rocom/e/ee/4xco72v4orp5bkj9el7nq15opixsl33.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
离子火花,https://wiki.biligame.com/rocom/%E7%A6%BB%E5%AD%90%E7%81%AB%E8%8A%B1,https://patchwiki.biligame.com/images/rocom/f/f0/lcvu16fktj9xsw26xkxnds1s7kpe2pd.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
交叉闪电,https://wiki.biligame.com/rocom/%E4%BA%A4%E5%8F%89%E9%97%AA%E7%94%B5,https://patchwiki.biligame.com/images/rocom/5/57/bqktezkurbhfmyj0spc796aj8vsh7u9.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,物攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
超导加速,https://wiki.biligame.com/rocom/%E8%B6%85%E5%AF%BC%E5%8A%A0%E9%80%9F,https://patchwiki.biligame.com/images/rocom/f/f5/kl51lv1vt5xt8vbali4l73nswahxfd1.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
双联脉冲,https://wiki.biligame.com/rocom/%E5%8F%8C%E8%81%94%E8%84%89%E5%86%B2,https://patchwiki.biligame.com/images/rocom/1/15/7ngy3lbc0lefpn66xmd3yj8ezcu0ej5.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
过载回路,https://wiki.biligame.com/rocom/%E8%BF%87%E8%BD%BD%E5%9B%9E%E8%B7%AF,https://patchwiki.biligame.com/images/rocom/1/15/srriixrhzxqzt1wodr33910szv6yf11.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
远程访问,https://wiki.biligame.com/rocom/%E8%BF%9C%E7%A8%8B%E8%AE%BF%E9%97%AE,https://patchwiki.biligame.com/images/rocom/1/1b/6jd04ojfbtilzpzvh211geez68sa6wi.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
感电,https://wiki.biligame.com/rocom/%E6%84%9F%E7%94%B5,https://patchwiki.biligame.com/images/rocom/8/8b/5mzd6fuv30eb6bazzmk8u7yadye7k97.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
强制重启,https://wiki.biligame.com/rocom/%E5%BC%BA%E5%88%B6%E9%87%8D%E5%90%AF,https://patchwiki.biligame.com/images/rocom/2/2d/d972dlwxj7ffdelqdybyxc72v8cuq0t.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,魔攻,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
电离爆破,https://wiki.biligame.com/rocom/%E7%94%B5%E7%A6%BB%E7%88%86%E7%A0%B4,https://patchwiki.biligame.com/images/rocom/a/a4/9fzl7k9vpdqvihhrvgyi6xtxufd8vza.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,状态,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""状态"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
电磁偏转,https://wiki.biligame.com/rocom/%E7%94%B5%E7%A3%81%E5%81%8F%E8%BD%AC,https://patchwiki.biligame.com/images/rocom/3/36/n94xtdht2fww0gzadh36v6zrlmtbl7p.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,0,,防御,电,,[],"{""data-param0"": ""0"", ""data-param1"": ""防御"", ""data-param2"": ""电""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
毒针,https://wiki.biligame.com/rocom/%E6%AF%92%E9%92%88,https://patchwiki.biligame.com/images/rocom/0/0f/el31afswhn8b25lfk1qt4nknpqs59c9.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,0,,物攻,毒,,[],"{""data-param0"": ""0"", ""data-param1"": ""物攻"", ""data-param2"": ""毒""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
腐蚀酸液,https://wiki.biligame.com/rocom/%E8%85%90%E8%9A%80%E9%85%B8%E6%B6%B2,https://patchwiki.biligame.com/images/rocom/0/0a/56684c5aqv2rl7j0i0aeyvdlv1mrr09.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,0,,魔攻,毒,,[],"{""data-param0"": ""0"", ""data-param1"": ""魔攻"", ""data-param2"": ""毒""}",https://wiki.biligame.com/rocom/%E6%8A%80%E8%83%BD%E5%9B%BE%E9%89%B4,
